p0,T,iter,MDD_Tau
4,240,0,0.2
4,240,1,0.2
4,240,2,0.2
4,240,3,0.2
4,240,4,0.2
4,240,5,0.2
4,240,6,0.2
4,240,7,0.2
4,240,8,0.2
4,240,9,0.2
4,240,10,0.2
4,240,11,0.2
4,240,12,0.2
4,240,13,0.2
4,240,14,0.2
4,240,15,0.2
4,240,16,0.2
4,240,17,0.2
4,240,18,0.2
4,240,19,0.2
4,240,20,0.2
4,240,21,0.2
4,240,22,0.2
4,240,23,0.2
4,240,24,0.2
4,240,25,0.2
4,240,26,0.2
4,240,27,0.2
4,240,28,0.2
4,240,29,0.2
4,240,30,0.2
4,240,31,0.2
4,240,32,0.2
4,240,33,0.2
4,240,34,0.2
4,240,35,0.2
4,240,36,0.2
4,240,37,0.2
4,240,38,0.2
4,240,39,0.2
4,240,40,0.2
4,240,41,0.2
4,240,42,0.2
4,240,43,0.2
4,240,44,0.2
4,240,45,0.2
4,240,46,0.2
4,240,47,0.2
4,240,48,0.2
4,240,49,0.2
4,240,50,0.2
4,240,51,0.2
4,240,52,0.2
4,240,53,0.2
4,240,54,0.2
4,240,55,0.2
4,240,56,0.2
4,240,57,0.2
4,240,58,0.2
4,240,59,0.2
4,240,60,0.2
4,240,61,0.2
4,240,62,0.2
4,240,63,0.2
4,240,64,0.2
4,240,65,0.2
4,240,66,0.2
4,240,67,0.2
4,240,68,0.2
4,240,69,0.2
4,240,70,0.2
4,240,71,0.2
4,240,72,0.2
4,240,73,0.2
4,240,74,0.2
4,240,75,0.2
4,240,76,0.2
4,240,77,0.2
4,240,78,0.2
4,240,79,0.2
4,240,80,0.2
4,240,81,0.2
4,240,82,0.2
4,240,83,0.2
4,240,84,0.2
4,240,85,0.2
4,240,86,0.2
4,240,87,0.2
4,240,88,0.2
4,240,89,0.2
4,240,90,0.2
4,240,91,0.2
4,240,92,0.2
4,240,93,0.2
4,240,94,0.2
4,240,95,0.2
4,240,96,0.2
4,240,97,0.2
4,240,98,0.2
4,240,99,0.2
4,300,0,0.2
4,300,1,0.2
4,300,2,0.2
4,300,3,0.2
4,300,4,0.2
4,300,5,0.2
4,300,6,0.2
4,300,7,0.2
4,300,8,0.2
4,300,9,0.2
4,300,10,0.2
4,300,11,0.2
4,300,12,0.2
4,300,13,0.2
4,300,14,0.2
4,300,15,0.2
4,300,16,0.2
4,300,17,0.2
4,300,18,0.2
4,300,19,0.2
4,300,20,0.2
4,300,21,0.2
4,300,22,0.2
4,300,23,0.2
4,300,24,0.2
4,300,25,0.2
4,300,26,0.2
4,300,27,0.2
4,300,28,0.2
4,300,29,0.2
4,300,30,0.2
4,300,31,0.2
4,300,32,0.2
4,300,33,0.2
4,300,34,0.2
4,300,35,0.2
4,300,36,0.2
4,300,37,0.2
4,300,38,0.2
4,300,39,0.2
4,300,40,0.2
4,300,41,0.2
4,300,42,0.2
4,300,43,0.2
4,300,44,0.2
4,300,45,0.2
4,300,46,0.2
4,300,47,0.2
4,300,48,0.2
4,300,49,0.2
4,300,50,0.2
4,300,51,0.2
4,300,52,0.2
4,300,53,0.2
4,300,54,0.2
4,300,55,0.2
4,300,56,0.2
4,300,57,0.2
4,300,58,0.2
4,300,59,0.2
4,300,60,0.2
4,300,61,0.2
4,300,62,0.2
4,300,63,0.2
4,300,64,0.2
4,300,65,0.2
4,300,66,0.2
4,300,67,0.2
4,300,68,0.2
4,300,69,0.2
4,300,70,0.2
4,300,71,0.2
4,300,72,0.2
4,300,73,0.2
4,300,74,0.2
4,300,75,0.2
4,300,76,0.2
4,300,77,0.2
4,300,78,0.2
4,300,79,0.2
4,300,80,0.2
4,300,81,0.2
4,300,82,0.2
4,300,83,0.2
4,300,84,0.2
4,300,85,0.2
4,300,86,0.2
4,300,87,0.2
4,300,88,0.2
4,300,89,0.2
4,300,90,0.2
4,300,91,0.2
4,300,92,0.2
4,300,93,0.2
4,300,94,0.2
4,300,95,0.2
4,300,96,0.2
4,300,97,0.2
4,300,98,0.2
4,300,99,0.2
4,360,0,0.2
4,360,1,0.2
4,360,2,0.2
4,360,3,0.2
4,360,4,0.2
4,360,5,0.2
4,360,6,0.2
4,360,7,0.2
4,360,8,0.2
4,360,9,0.2
4,360,10,0.2
4,360,11,0.2
4,360,12,0.2
4,360,13,0.2
4,360,14,0.2
4,360,15,0.2
4,360,16,0.2
4,360,17,0.2
4,360,18,0.2
4,360,19,0.2
4,360,20,0.2
4,360,21,0.2
4,360,22,0.2
4,360,23,0.2
4,360,24,0.2
4,360,25,0.2
4,360,26,0.2
4,360,27,0.2
4,360,28,0.2
4,360,29,0.2
4,360,30,0.2
4,360,31,0.2
4,360,32,0.2
4,360,33,0.2
4,360,34,0.2
4,360,35,0.2
4,360,36,0.2
4,360,37,0.2
4,360,38,0.2
4,360,39,0.2
4,360,40,0.2
4,360,41,0.2
4,360,42,0.2
4,360,43,0.2
4,360,44,0.2
4,360,45,0.2
4,360,46,0.2
4,360,47,0.2
4,360,48,0.2
4,360,49,0.2
4,360,50,0.2
4,360,51,0.2
4,360,52,0.2
4,360,53,0.2
4,360,54,0.2
4,360,55,0.2
4,360,56,0.2
4,360,57,0.2
4,360,58,0.2
4,360,59,0.2
4,360,60,0.2
4,360,61,0.2
4,360,62,0.2
4,360,63,0.2
4,360,64,0.2
4,360,65,0.2
4,360,66,0.2
4,360,67,0.2
4,360,68,0.2
4,360,69,0.2
4,360,70,0.2
4,360,71,0.2
4,360,72,0.2
4,360,73,0.2
4,360,74,0.2
4,360,75,0.2
4,360,76,0.2
4,360,77,0.2
4,360,78,0.2
4,360,79,0.2
4,360,80,0.2
4,360,81,0.2
4,360,82,0.2
4,360,83,0.2
4,360,84,0.2
4,360,85,0.2
4,360,86,0.2
4,360,87,0.2
4,360,88,0.2
4,360,89,0.2
4,360,90,0.2
4,360,91,0.2
4,360,92,0.2
4,360,93,0.2
4,360,94,0.2
4,360,95,0.2
4,360,96,0.2
4,360,97,0.2
4,360,98,0.2
4,360,99,0.2
4,480,0,0.2
4,480,1,0.2
4,480,2,0.2
4,480,3,0.2
4,480,4,0.2
4,480,5,0.2
4,480,6,0.2
4,480,7,0.2
4,480,8,0.2
4,480,9,0.2
4,480,10,0.2
4,480,11,0.2
4,480,12,0.2
4,480,13,0.2
4,480,14,0.2
4,480,15,0.2
4,480,16,0.2
4,480,17,0.2
4,480,18,0.2
4,480,19,0.2
4,480,20,0.2
4,480,21,0.2
4,480,22,0.2
4,480,23,0.2
4,480,24,0.2
4,480,25,0.2
4,480,26,0.2
4,480,27,0.2
4,480,28,0.2
4,480,29,0.2
4,480,30,0.2
4,480,31,0.2
4,480,32,0.2
4,480,33,0.2
4,480,34,0.2
4,480,35,0.2
4,480,36,0.2
4,480,37,0.2
4,480,38,0.2
4,480,39,0.2
4,480,40,0.2
4,480,41,0.2
4,480,42,0.2
4,480,43,0.2
4,480,44,0.2
4,480,45,0.2
4,480,46,0.2
4,480,47,0.2
4,480,48,0.2
4,480,49,0.2
4,480,50,0.2
4,480,51,0.2
4,480,52,0.2
4,480,53,0.2
4,480,54,0.2
4,480,55,0.2
4,480,56,0.2
4,480,57,0.2
4,480,58,0.2
4,480,59,0.2
4,480,60,0.2
4,480,61,0.2
4,480,62,0.2
4,480,63,0.2
4,480,64,0.2
4,480,65,0.2
4,480,66,0.2
4,480,67,0.2
4,480,68,0.2
4,480,69,0.2
4,480,70,0.2
4,480,71,0.2
4,480,72,0.2
4,480,73,0.2
4,480,74,0.2
4,480,75,0.2
4,480,76,0.2
4,480,77,0.2
4,480,78,0.2
4,480,79,0.2
4,480,80,0.2
4,480,81,0.2
4,480,82,0.2
4,480,83,0.2
4,480,84,0.2
4,480,85,0.2
4,480,86,0.2
4,480,87,0.2
4,480,88,0.2
4,480,89,0.2
4,480,90,0.2
4,480,91,0.2
4,480,92,0.2
4,480,93,0.2
4,480,94,0.2
4,480,95,0.2
4,480,96,0.2
4,480,97,0.2
4,480,98,0.2
4,480,99,0.2
4,600,0,0.2
4,600,1,0.2
4,600,2,0.2
4,600,3,0.2
4,600,4,0.2
4,600,5,0.2
4,600,6,0.2
4,600,7,0.2
4,600,8,0.2
4,600,9,0.2
4,600,10,0.2
4,600,11,0.2
4,600,12,0.2
4,600,13,0.2
4,600,14,0.2
4,600,15,0.2
4,600,16,0.2
4,600,17,0.2
4,600,18,0.2
4,600,19,0.2
4,600,20,0.2
4,600,21,0.2
4,600,22,0.2
4,600,23,0.2
4,600,24,0.2
4,600,25,0.2
4,600,26,0.2
4,600,27,0.2
4,600,28,0.2
4,600,29,0.2
4,600,30,0.2
4,600,31,0.2
4,600,32,0.2
4,600,33,0.2
4,600,34,0.2
4,600,35,0.2
4,600,36,0.2
4,600,37,0.2
4,600,38,0.2
4,600,39,0.2
4,600,40,0.2
4,600,41,0.2
4,600,42,0.2
4,600,43,0.2
4,600,44,0.2
4,600,45,0.2
4,600,46,0.2
4,600,47,0.2
4,600,48,0.2
4,600,49,0.2
4,600,50,0.2
4,600,51,0.2
4,600,52,0.2
4,600,53,0.2
4,600,54,0.2
4,600,55,0.2
4,600,56,0.2
4,600,57,0.2
4,600,58,0.2
4,600,59,0.2
4,600,60,0.2
4,600,61,0.2
4,600,62,0.2
4,600,63,0.2
4,600,64,0.2
4,600,65,0.2
4,600,66,0.2
4,600,67,0.2
4,600,68,0.2
4,600,69,0.2
4,600,70,0.2
4,600,71,0.2
4,600,72,0.2
4,600,73,0.2
4,600,74,0.2
4,600,75,0.2
4,600,76,0.2
4,600,77,0.2
4,600,78,0.2
4,600,79,0.2
4,600,80,0.2
4,600,81,0.2
4,600,82,0.2
4,600,83,0.2
4,600,84,0.2
4,600,85,0.2
4,600,86,0.2
4,600,87,0.2
4,600,88,0.2
4,600,89,0.2
4,600,90,0.2
4,600,91,0.2
4,600,92,0.2
4,600,93,0.2
4,600,94,0.2
4,600,95,0.2
4,600,96,0.2
4,600,97,0.2
4,600,98,0.2
4,600,99,0.2
6,240,0,0.2
6,240,1,0.2
6,240,2,0.2
6,240,3,0.2
6,240,4,0.2
6,240,5,0.2
6,240,6,0.2
6,240,7,0.2
6,240,8,0.2
6,240,9,0.2
6,240,10,0.2
6,240,11,0.2
6,240,12,0.2
6,240,13,0.2
6,240,14,0.2
6,240,15,0.2
6,240,16,0.2
6,240,17,0.2
6,240,18,0.2
6,240,19,0.2
6,240,20,0.2
6,240,21,0.2
6,240,22,0.2
6,240,23,0.2
6,240,24,0.2
6,240,25,0.2
6,240,26,0.2
6,240,27,0.2
6,240,28,0.2
6,240,29,0.2
6,240,30,0.2
6,240,31,0.2
6,240,32,0.2
6,240,33,0.2
6,240,34,0.2
6,240,35,0.2
6,240,36,0.2
6,240,37,0.2
6,240,38,0.2
6,240,39,0.2
6,240,40,0.2
6,240,41,0.2
6,240,42,0.2
6,240,43,0.2
6,240,44,0.2
6,240,45,0.2
6,240,46,0.2
6,240,47,0.2
6,240,48,0.2
6,240,49,0.2
6,240,50,0.2
6,240,51,0.2
6,240,52,0.2
6,240,53,0.2
6,240,54,0.2
6,240,55,0.2
6,240,56,0.2
6,240,57,0.2
6,240,58,0.2
6,240,59,0.2
6,240,60,0.2
6,240,61,0.2
6,240,62,0.2
6,240,63,0.2
6,240,64,0.2
6,240,65,0.2
6,240,66,0.2
6,240,67,0.2
6,240,68,0.2
6,240,69,0.2
6,240,70,0.2
6,240,71,0.2
6,240,72,0.2
6,240,73,0.2
6,240,74,0.2
6,240,75,0.2
6,240,76,0.2
6,240,77,0.2
6,240,78,0.2
6,240,79,0.2
6,240,80,0.2
6,240,81,0.2
6,240,82,0.2
6,240,83,0.2
6,240,84,0.2
6,240,85,0.2
6,240,86,0.2
6,240,87,0.2
6,240,88,0.2
6,240,89,0.2
6,240,90,0.2
6,240,91,0.2
6,240,92,0.2
6,240,93,0.2
6,240,94,0.2
6,240,95,0.2
6,240,96,0.2
6,240,97,0.2
6,240,98,0.2
6,240,99,0.2
6,300,0,0.2
6,300,1,0.2
6,300,2,0.2
6,300,3,0.2
6,300,4,0.2
6,300,5,0.2
6,300,6,0.2
6,300,7,0.2
6,300,8,0.2
6,300,9,0.2
6,300,10,0.2
6,300,11,0.2
6,300,12,0.2
6,300,13,0.2
6,300,14,0.2
6,300,15,0.2
6,300,16,0.2
6,300,17,0.2
6,300,18,0.2
6,300,19,0.2
6,300,20,0.2
6,300,21,0.2
6,300,22,0.2
6,300,23,0.2
6,300,24,0.2
6,300,25,0.2
6,300,26,0.2
6,300,27,0.2
6,300,28,0.2
6,300,29,0.2
6,300,30,0.2
6,300,31,0.2
6,300,32,0.2
6,300,33,0.2
6,300,34,0.2
6,300,35,0.2
6,300,36,0.2
6,300,37,0.2
6,300,38,0.2
6,300,39,0.2
6,300,40,0.2
6,300,41,0.2
6,300,42,0.2
6,300,43,0.2
6,300,44,0.2
6,300,45,0.2
6,300,46,0.2
6,300,47,0.2
6,300,48,0.2
6,300,49,0.2
6,300,50,0.2
6,300,51,0.2
6,300,52,0.2
6,300,53,0.2
6,300,54,0.2
6,300,55,0.2
6,300,56,0.2
6,300,57,0.2
6,300,58,0.2
6,300,59,0.2
6,300,60,0.2
6,300,61,0.2
6,300,62,0.2
6,300,63,0.2
6,300,64,0.2
6,300,65,0.2
6,300,66,0.2
6,300,67,0.2
6,300,68,0.2
6,300,69,0.2
6,300,70,0.2
6,300,71,0.2
6,300,72,0.2
6,300,73,0.2
6,300,74,0.2
6,300,75,0.2
6,300,76,0.2
6,300,77,0.2
6,300,78,0.2
6,300,79,0.2
6,300,80,0.2
6,300,81,0.2
6,300,82,0.2
6,300,83,0.2
6,300,84,0.2
6,300,85,0.2
6,300,86,0.2
6,300,87,0.2
6,300,88,0.2
6,300,89,0.2
6,300,90,0.2
6,300,91,0.2
6,300,92,0.2
6,300,93,0.2
6,300,94,0.2
6,300,95,0.2
6,300,96,0.2
6,300,97,0.2
6,300,98,0.2
6,300,99,0.2
6,360,0,0.2
6,360,1,0.2
6,360,2,0.2
6,360,3,0.2
6,360,4,0.2
6,360,5,0.2
6,360,6,0.2
6,360,7,0.2
6,360,8,0.2
6,360,9,0.2
6,360,10,0.2
6,360,11,0.2
6,360,12,0.2
6,360,13,0.2
6,360,14,0.2
6,360,15,0.2
6,360,16,0.2
6,360,17,0.2
6,360,18,0.2
6,360,19,0.2
6,360,20,0.2
6,360,21,0.2
6,360,22,0.2
6,360,23,0.2
6,360,24,0.2
6,360,25,0.2
6,360,26,0.2
6,360,27,0.2
6,360,28,0.2
6,360,29,0.2
6,360,30,0.2
6,360,31,0.2
6,360,32,0.2
6,360,33,0.2
6,360,34,0.2
6,360,35,0.2
6,360,36,0.2
6,360,37,0.2
6,360,38,0.2
6,360,39,0.2
6,360,40,0.2
6,360,41,0.2
6,360,42,0.2
6,360,43,0.2
6,360,44,0.2
6,360,45,0.2
6,360,46,0.2
6,360,47,0.2
6,360,48,0.2
6,360,49,0.2
6,360,50,0.2
6,360,51,0.2
6,360,52,0.2
6,360,53,0.2
6,360,54,0.2
6,360,55,0.2
6,360,56,0.2
6,360,57,0.2
6,360,58,0.2
6,360,59,0.2
6,360,60,0.2
6,360,61,0.2
6,360,62,0.2
6,360,63,0.2
6,360,64,0.2
6,360,65,0.2
6,360,66,0.2
6,360,67,0.2
6,360,68,0.2
6,360,69,0.2
6,360,70,0.2
6,360,71,0.2
6,360,72,0.2
6,360,73,0.2
6,360,74,0.2
6,360,75,0.2
6,360,76,0.2
6,360,77,0.2
6,360,78,0.2
6,360,79,0.2
6,360,80,0.2
6,360,81,0.2
6,360,82,0.2
6,360,83,0.2
6,360,84,0.2
6,360,85,0.2
6,360,86,0.2
6,360,87,0.2
6,360,88,0.2
6,360,89,0.2
6,360,90,0.2
6,360,91,0.2
6,360,92,0.2
6,360,93,0.2
6,360,94,0.2
6,360,95,0.2
6,360,96,0.2
6,360,97,0.2
6,360,98,0.2
6,360,99,0.2
6,480,0,0.2
6,480,1,0.2
6,480,2,0.2
6,480,3,0.2
6,480,4,0.2
6,480,5,0.2
6,480,6,0.2
6,480,7,0.2
6,480,8,0.2
6,480,9,0.2
6,480,10,0.35
6,480,11,0.2
6,480,12,0.2
6,480,13,0.2
6,480,14,0.2
6,480,15,0.2
6,480,16,0.2
6,480,17,0.2
6,480,18,0.2
6,480,19,0.2
6,480,20,0.2
6,480,21,0.2
6,480,22,0.2
6,480,23,0.2
6,480,24,0.2
6,480,25,0.2
6,480,26,0.2
6,480,27,0.2
6,480,28,0.2
6,480,29,0.2
6,480,30,0.2
6,480,31,0.2
6,480,32,0.2
6,480,33,0.2
6,480,34,0.2
6,480,35,0.2
6,480,36,0.2
6,480,37,0.2
6,480,38,0.2
6,480,39,0.2
6,480,40,0.35
6,480,41,0.2
6,480,42,0.2
6,480,43,0.2
6,480,44,0.2
6,480,45,0.2
6,480,46,0.2
6,480,47,0.2
6,480,48,0.2
6,480,49,0.2
6,480,50,0.2
6,480,51,0.2
6,480,52,0.2
6,480,53,0.2
6,480,54,0.2
6,480,55,0.2
6,480,56,0.2
6,480,57,0.2
6,480,58,0.2
6,480,59,0.2
6,480,60,0.2
6,480,61,0.2
6,480,62,0.2
6,480,63,0.2
6,480,64,0.2
6,480,65,0.2
6,480,66,0.2
6,480,67,0.2
6,480,68,0.2
6,480,69,0.2
6,480,70,0.2
6,480,71,0.2
6,480,72,0.2
6,480,73,0.2
6,480,74,0.2
6,480,75,0.2
6,480,76,0.2
6,480,77,0.2
6,480,78,0.2
6,480,79,0.2
6,480,80,0.2
6,480,81,0.2
6,480,82,0.2
6,480,83,0.2
6,480,84,0.2
6,480,85,0.2
6,480,86,0.2
6,480,87,0.2
6,480,88,0.2
6,480,89,0.2
6,480,90,0.2
6,480,91,0.2
6,480,92,0.2
6,480,93,0.2
6,480,94,0.2
6,480,95,0.2
6,480,96,0.2
6,480,97,0.2
6,480,98,0.2
6,480,99,0.2
6,600,0,0.2
6,600,1,0.2
6,600,2,0.2
6,600,3,0.2
6,600,4,0.2
6,600,5,0.2
6,600,6,0.2
6,600,7,0.2
6,600,8,0.2
6,600,9,0.2
6,600,10,0.2
6,600,11,0.2
6,600,12,0.2
6,600,13,0.2
6,600,14,0.2
6,600,15,0.35
6,600,16,0.2
6,600,17,0.2
6,600,18,0.2
6,600,19,0.2
6,600,20,0.2
6,600,21,0.2
6,600,22,0.2
6,600,23,0.2
6,600,24,0.2
6,600,25,0.2
6,600,26,0.2
6,600,27,0.2
6,600,28,0.2
6,600,29,0.2
6,600,30,0.2
6,600,31,0.2
6,600,32,0.2
6,600,33,0.2
6,600,34,0.2
6,600,35,0.2
6,600,36,0.2
6,600,37,0.2
6,600,38,0.2
6,600,39,0.2
6,600,40,0.2
6,600,41,0.2
6,600,42,0.2
6,600,43,0.2
6,600,44,0.2
6,600,45,0.2
6,600,46,0.2
6,600,47,0.2
6,600,48,0.2
6,600,49,0.2
6,600,50,0.2
6,600,51,0.2
6,600,52,0.2
6,600,53,0.2
6,600,54,0.2
6,600,55,0.2
6,600,56,0.35
6,600,57,0.2
6,600,58,0.2
6,600,59,0.2
6,600,60,0.2
6,600,61,0.2
6,600,62,0.2
6,600,63,0.2
6,600,64,0.2
6,600,65,0.2
6,600,66,0.2
6,600,67,0.2
6,600,68,0.2
6,600,69,0.2
6,600,70,0.2
6,600,71,0.2
6,600,72,0.2
6,600,73,0.2
6,600,74,0.2
6,600,75,0.2
6,600,76,0.2
6,600,77,0.2
6,600,78,0.2
6,600,79,0.2
6,600,80,0.2
6,600,81,0.2
6,600,82,0.2
6,600,83,0.2
6,600,84,0.2
6,600,85,0.2
6,600,86,0.2
6,600,87,0.2
6,600,88,0.2
6,600,89,0.2
6,600,90,0.2
6,600,91,0.2
6,600,92,0.2
6,600,93,0.2
6,600,94,0.2
6,600,95,0.2
6,600,96,0.2
6,600,97,0.2
6,600,98,0.2
6,600,99,0.2
8,240,0,0.2
8,240,1,0.2
8,240,2,0.2
8,240,3,0.2
8,240,4,0.2
8,240,5,0.2
8,240,6,0.2
8,240,7,0.2
8,240,8,0.2
8,240,9,0.2
8,240,10,0.2
8,240,11,0.2
8,240,12,0.2
8,240,13,0.2
8,240,14,0.2
8,240,15,0.2
8,240,16,0.2
8,240,17,0.2
8,240,18,0.2
8,240,19,0.2
8,240,20,0.2
8,240,21,0.2
8,240,22,0.2
8,240,23,0.2
8,240,24,0.2
8,240,25,0.2
8,240,26,0.2
8,240,27,0.2
8,240,28,0.2
